	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
1255	Docler_Holding_Luxembourg	83614	5	['php', 'oop', 'dynamic content loading', 'javascript', 'agile']	Luxembourg	yes	no	Software Architect	Web	['architect', 'software']	no
1256	Pivotal_Labs	83636	5	['ruby', 'ios', 'tdd', 'java', 'python']	London, UK	yes	no	Software Engineer	London	['engineer', 'software']	no
1257	Lonely_Planet	83722	3	['ruby', 'ruby on rails', 'amazon web services']	San Francisco, CA	yes	yes	Senior Rails Engineer		['engineer', 'ruby', 'senior']	no
1258	Lonely_Planet	83724	5	['node.js', 'haml', 'sass', 'jquery', 'require']	San Francisco, CA	yes	yes	Senior Frontend Engineer		['engineer', 'front_end', 'senior']	no
1259	TenTwentyFour_S_rl	83731	5	['node.js', 'angularjs', 'express', 'javascript', 'backbone.js']	Esch an der Alzette, Luxembourg	no	no	Full Stack JavaScript Developer		['development', 'full_stack', 'javascript']	no
1260	Pivotal_Labs	83737	5	['ruby', 'python', 'golang', 'java', 'ruby on rails']	Chicago, IL	yes	no	Software Engineer	Chicago	['engineer', 'software']	no
1261	MFB_MeinFernbus	83803	4	['android', 'java', 'mobile', 'windows phone 8']	Berlin, Deutschland	no	no	Awesome Android Developer	f/m	['android', 'development']	no
1262	Project_A_Ventures	83809	4	['android', 'xml', 'json', 'rest']	Berlin, Germany	no	no	Senior Android Developer	m/f	['android', 'development', 'senior']	no
1263	Sofar_Sounds	83827	4	['ruby on rails', 'ruby', 'cucumber', 'git']	London, UK	no	no	Ruby on Rails Developer		['development', 'ruby']	no
1264	Marfeel_Solutions	83876	5	['javascript', 'html', 'css', 'sass', 'angularjs']	Barcelona, Espaa	yes	no	Front-end Jedi		['front_end']	no
1265	PhoneRover	83917	5	['asp.net', 'c#', 'sql', 'javascript', 'html5']	Sarasota, FL	no	no	Experienced .Net developer		['development']	no
1266	Unidesk	83919	5	['vsphere', 'hyper v', 'citrix', 'vmware', 'windows']	Marlborough, MA	yes	no	Technical Support Engineer		['engineer', 'technical']	no
1267	HawkSoft	83944	4	['visual c++', 'visual studio 2013', 'mfc', 'c#']	Canby, OR	no	no	Experienced Software Developer		['development', 'software']	no
1268	MXM	83957	5	['angularjs', 'jquery', 'html5', 'javascript', 'css3']	Culver City, CA	no	no	User Interface Developer		['development']	no
1269	Box	83520	5	['javascript', 'node.js', 'css', 'html', 'jquery']	Los Altos, CA	yes	no	Staff Software Engineer	Front-End Frameworks	['engineer', 'front_end', 'software']	no
1270	Lazada	83977	3	['java', 'scala', 'php']	Singapore	yes	no	Developer	Junior / Senior (Singapore	['development']	no
1271	Cinarra_Systems	82268	5	['java', 'node.js', 'sql', 'tdd', 'linux']	Santa Clara, CA	no	no	Java Developer		['development', 'java']	no
1272	Mystrata	85432	5	['perl', 'cpan', 'postgresql', 'mojolicious', 'moose']	Dubai, United Arab Emirates	yes	no	Senior Perl Developer		['development', 'senior']	no
1273	INGDiBa	85779	5	['java', 'wicket', 'html5', 'css', 'javascript']	Nuremberg, Germany	no	no	(Senior) Java Frontend Entwickler	m/w	['development', 'front_end', 'java']	no
1274	Deluxe_Corporation	85797	3	['sap', 'enterprise', 'soa']	Shoreview, MN	no	no	Director	Product and Plan	['director', 'product']	no
1275	American_Family_Insurance	85803	5	['android', 'ios', 'jquery', 'webstorm', 'xcode']	Madison, WI	yes	no	Senior Software Engineer	Mobile Development	['development', 'engineer', 'senior', 'software']	no
1276	Yelp	85805	4	['ios', 'objective c', 'testing', 'uikit']	Hamburg, Germany	no	no	Software Engineer	Mobile iOS	['engineer', 'ios', 'software']	no
1277	Outlast_Web_Mobile_Development	85856	5	['php', 'model view controller', 'oop', 'laravel', 'cakephp']	Budapest, Hungary	no	yes	PHP developer - web & social apps for top brands	remote available for EU citizens	['application', 'development', 'php', 'web']	no
1278	Orange	85878	0	[]	Paris, France	no	no	Ingnieur IP	f/h	[]	no
1279	Brightcove	85896	5	['css', 'javascript', 'node.js', 'io.js', 'tdd']	Boston, MA	yes	no	Web Applications Developer	Studio	['development', 'web']	no
1280	LTD_Commodities	85928	5	['atg', 'java ee', 'javascript', 'soap', 'e commerce']	Chicago, IL	no	no	Sr. Backend Web Developer		['back_end', 'development', 'senior', 'web']	no
1281	MetaMorph	85933	3	['angularjs', 'javascript', 'node.js']	Nashville, TN	yes	yes	Web Application Engineer		['engineer', 'web']	no
1282	Cape_Fox_Government_Services	85942	4	['c#', 'asp.net', 'sql server', 'windows server 2008']	Daleville, AL	yes	yes	.NET/C# Developer		['development']	no
1283	Pzena_Investment_Management	85944	5	['c#', '.net', 'sql server', 'html', 'javascript']	New York, NY	no	no	Junior Applications Developer		['development', 'junior']	no
1284	Energy_Solutions	85953	5	['python', 'postgresql', 'git', 'docker', 'nagios']	Oakland, CA	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
1285	Hone	85955	3	['android', 'ios', 'c++']	Berlin, Germany	no	yes	Android UI/library engineer		['android', 'engineer']	no
1286	Codio	85957	4	['html', 'css', 'javascript', 'python']	London, UK	no	no	Web Developer + Tutorial Author		['development', 'web']	no
1287	GradConnection	85966	5	['django', 'django rest framework', 'python', 'angularjs', 'postgresql']	Cape Town, South Africa	yes	yes	Senior Python Developer		['development', 'python', 'senior']	no
1288	Flypay	85968	4	['php', 'oop', 'mysql', 'git']	London, UK	no	no	PHP Developer		['development', 'php']	no
1289	Tobii_AB	85991	5	['c++', 'c', 'android', 'user experience', 'java']	Danderyd, Sverige	no	no	Android developer	be part of the eye tracking revolution	['android', 'development']	no
1290	Mynewsdesk	86002	5	['reactjs', 'sass', 'javascript', 'twitter bootstrap', 'ruby on rails']	Stockholm, Sverige	no	no	Front End Developer		['development', 'front_end']	no
1291	Dailymotion	86011	5	['javascript', 'html', 'css', 'angularjs', 'backbone.js']	Palo Alto, CA	no	no	Front End Developer	Webapp/Mobile web	['development', 'front_end']	no
1292	Government_Digital_Service	86019	4	['tcp', 'http', 'ssl', 'java']	London, UK	no	no	Lead Web Operations Engineer	Devops	['engineer', 'lead', 'operations', 'web']	no
1293	Government_Digital_Service	86022	5	['java', 'ruby', 'python', 'javascript', 'scala']	London, UK	no	no	Java Developer		['development', 'java']	no
1294	InfleXion_Interactive	86031	5	['php', 'html5', 'css3', 'jquery', 'mysql']	Hoboken, NJ	no	no	Web Developer	Digital Agency	['development', 'web']	no
1295	On_the_Beach	86035	4	['c#', '.net', 'sql', 'asp.net']	Greater Manchester, UK	yes	no	Senior C# .Net Developer	to work on an expanding Agile Development Team	['development', 'senior']	no
1296	reedcouk	86037	6	['bamboo', 'server administration', 'sql', 'agile', 'windows', 'sysadmin']	London, UK	no	no	Platform Engineer		['engineer']	no
1297	Baileys_Holding	86051	5	['asp.net', 'php', 'sql', 'admin', 'server']	Englewood, CO	no	no	Full Time Software Programmer		['programmer', 'software']	no
1298	Centro	86053	5	['ruby on rails', 'html', 'css', 'javascript', 'tdd']	Chicago, IL	no	no	Senior Software Engineer	Rails	['engineer', 'ruby', 'senior', 'software']	no
1299	ThemeFusion	86097	5	['php', 'wordpress', 'mysql', 'wordpress plugin dev', 'wordpress plugin']	Tampa, FL	no	yes	Senior Wordpress Developer		['development', 'senior']	no
1300	Zapper	86125	5	['git', 'android', 'android studio', 'jenkins', 'gerrit']	Cape Town, South Africa	yes	no	Android Team Lead		['android', 'lead']	no
1301	CodeScience	86136	5	['apex', 'visualforce', 'angularjs', 'javascript', 'salesforce']	Chattanooga, TN	no	yes	Salesforce Developer Jedi		['development']	no
1302	SWARCO_TRAFFIC_SYSTEMS	86138	5	['java', 'web services', 'web frontend', 'sql', 'php']	Gaggenau, Deutschland	no	no	Softwareentwickler	m/w Schwerpunkt Webentwicklung Java SQL PHP	['development', 'java', 'php', 'software', 'sql']	no
1303	tyntec	86141	3	['java', 'testing', 'agile']	Dortmund, Deutschland	no	no	Software Developer Java	m/f	['development', 'java', 'software']	no
1304	Hopgrade	86147	5	['c#', 'web api', 'asp.net web api', '.net', 'rest']	Austin, TX	yes	no	Senior .Net API Developer		['api', 'development', 'senior']	no
1305	CentralReach	86152	4	['html', 'javascript', 'c#', 'sql']	Pompano Beach, FL	no	no	Software Quality Analyst	Tester	['analyst', 'quality', 'software']	no
1306	GCS_Technologies	86163	5	['virtualization', 'network engineer', 'it project engineer', 'server engineer', 'system engineer']	Austin, TX	no	no	Senior System Engineer		['engineer', 'senior']	no
1307	StrategicIO	86165	5	['c', 'c++', 'windows', 'linux', 'python']	Annapolis Junction, MD	no	no	Software Engineer	U.S. citizenship and Security Clearance Required	['engineer', 'security', 'software']	no
1308	Instructure	86189	4	['ruby on rails', 'javascript', 'reactjs', 'node.js']	Chicago, IL	yes	yes	Ruby Software Engineer	Chicago	['engineer', 'ruby', 'software']	no
1309	Instructure	86190	3	['automated testing', 'selenium webdriver', 'ruby']	Salt Lake City, UT	yes	no	Software Engineer	Test	['engineer', 'software', 'test']	no
1310	Instructure	86192	5	['soap', 'rest', 'java', 'spring', 'play']	Salt Lake City, UT	yes	yes	Software Engineer	Integrations	['engineer', 'software']	no
1311	Gradsave_Savingforcollegecom	86202	5	['ruby on rails', 'javascript', 'php', 'tdd', 'agile']	Miami, FL	no	no	Full Stack Developer	Miami	['development', 'full_stack']	no
1312	PulaTech	86215	5	['groovy', 'ajax', 'hibernate', 'spring', 'java']	Minneapolis, MN	no	no	SR. JAVA DEVELOPER TEAM LEAD		['development', 'java', 'lead', 'senior']	no
1313	KarmetiK	86217	5	['ruby on rails', 'ruby', 'postgresql', 'javascript', 'knockout.js']	Santa Clarita, CA	yes	yes	Education Startup Seeking Creative Experienced Ruby on Rails Developer		['development', 'ruby', 'startup']	no
1314	Tower_Research_Capital	82163	5	['python', 'django', 'javascript', 'web applications', 'database']	New York, NY	no	no	Full Stack Python Developer		['development', 'full_stack', 'python']	no
1315	Redtail_Technology	82170	5	['ruby on rails', 'html', 'css', 'javascript', 'sql']	Gold River, CA	yes	no	Jr. Ruby-on-Rails Developer		['development', 'junior', 'ruby']	no
1316	Kareo	82257	4	['perl', 'postgresql', 'linux', 'amazon web services']	San Francisco, CA	no	no	Software Engineer	Perl	['engineer', 'software']	no
1317	Pivotal_Labs	82259	4	['ruby', 'javascript', 'java', 'go']	Boulder, CO	yes	no	Software Engineer	Boulder, CO	['engineer', 'software']	no
1318	Thumbtack	82275	2	['java', 'android']	San Francisco, CA	yes	no	Android Engineer		['android', 'engineer']	no
1319	Intrepid_Pursuits	82277	3	['ios', 'objective c', 'software engineering']	Cambridge, MA	no	no	Director of iOS Engineering		['director', 'engineer', 'ios']	no
1320	theScore	82284	5	['ruby', 'python', 'linux', 'nginx', 'mysql']	Toronto, ON, Canada	no	no	Site Experience and Reliability Engineer	S.E.R.E.	['engineer']	no
1321	Asurion	82341	5	['java', 'javascript', 'jsp', 'ajax', 'css']	Nashville, TN	yes	no	Software Engineer 3	Java	['engineer', 'java', 'software']	no
1322	ePages	82363	5	['java', 'spring', 'rest', 'soap', 'mysql']	Hamburg, Deutschland	no	no	Senior Java Programmer	m/f	['java', 'programmer', 'senior']	no
1323	Apartment_Therapy_Media	82381	4	['ruby on rails', 'ruby', 'elasticsearch', 'go']	New York, NY	no	yes	Senior Web Engineer	Ruby / Rails	['engineer', 'senior', 'web']	no
1324	WTWH_Media	84981	5	['php', 'html', 'mysql', 'nginx', 'apache']	Cleveland, OH	no	no	Web Developer		['development', 'web']	no
1325	Creative_Circle	84989	5	['.net', 'kentico', 'drupal', 'sitecore', 'content management system']	Charlotte, NC	no	no	.NET Web Developer		['development', 'web']	no
1326	Stack_Builders	84992	3	['ruby', 'haskell', 'javascript']	Quito, Ecuador	yes	no	Software Developers/Desarrolladores de Software		['development', 'software']	no
1327	Informaticon	84998	2	['powerbuilder', 'java']	Zrich, Schweiz	no	no	Softwareentwickler fr die Baustoffindustrie	m/w	['development', 'software']	no
1328	Tutuka	85007	5	['ruby', 'coldfusion', 'javascript', 'sql server', 'php']	Johannesburg, South Africa	no	no	Senior Developer	Payments and Wallet Space	['development', 'senior']	no
1329	WegoWise	85009	4	['ruby on rails', 'ruby', 'mysql', 'javascript']	Boston, MA	no	yes	Ruby on Rails developer		['development', 'ruby']	no
1330	Cisco_Meraki	85029	4	['ruby', 'linux', 'unix', 'build automation']	San Francisco, CA	yes	no	Software Engineer	Site Reliability	['engineer', 'software']	no
1331	Asana	85030	5	['reactjs', 'typescript', 'lunadb', 'npm', 'sass']	San Francisco, CA	yes	no	Product Engineer		['engineer', 'product']	no
1332	Expressen	85076	2	['node.js', 'javascript']	Stockholm, Sweden	no	no	Full stack-utvecklare	Node.js	['full_stack']	no
1333	Polkomtel	85085	5	['java', 'javascript', 'sql', 'java ee', 'spring']	Warsaw, Poland	no	no	Projektant JAVA do Departamentu Rozwoju i Utrzymania		['java']	no
1334	Phigital	85087	4	['javascript', 'angularjs', 'html5', 'css3']	Athina, Greece	no	no	Frontend Engineer		['engineer', 'front_end']	no
1335	Coolblue	85096	5	['php', 'puppet', 'jenkins', 'teamcity', 'continuous deployment']	Rotterdam, Netherlands	yes	no	PHP Developer <3 automation		['development', 'php']	no
1336	Property_Partner	85098	5	['testing', 'qa', 'gherkin', 'selenium', 'tdd']	London, UK	no	no	Experienced Tester for first global stock exchange for residential property		[]	no
1337	Xima_Software	85108	5	['java', 'javafx', 'swing', 'visual web developer', 'java ee']	South Jordan, UT	no	no	Java Applications Developer		['development', 'java']	no
1338	Roy_Rosenzweig_Center_for_History_and_New_Media	85119	5	['javascript', 'php', 'python', 'html5', 'open source']	Fairfax, VA	no	no	Web Developer for Open-Source Global Research Platform		['development', 'research', 'web']	no
1339	Capital_One	85131	0	[]	Toronto, ON, Canada	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
1340	Tuts	85148	5	['python', 'angularjs', 'sails.js', 'reactjs', 'yii']	New York, NY	no	yes	Code Instructor: Teach Cutting-Edge Web Development		['development', 'web']	no
1341	URX	85159	5	['javascript', 'sdk', 'dashboard', 'python', 'user interface']	San Francisco, CA	yes	no	Javascript Engineer		['engineer', 'javascript']	no
1342	Ambry_Genetics	85164	5	['javascript', 'php', 'mysql', 'nosql', 'mvp']	Aliso Viejo, CA	no	no	Support Developer  Intern		['development']	no
1343	Barkcom	85201	5	['php', 'mysql', 'html5', 'css', 'javascript']	London, UK	yes	yes	Senior Software Engineer	10k signing on bonus	['engineer', 'senior', 'software']	no
1344	MoneySuperMarketcom	85216	5	['java', 'akka', 'playframework', 'angularjs', 'elasticsearch']	Ewloe, UK	no	no	Java Developer		['development', 'java']	no
1345	YAGER_Development	85221	5	['c++', 'unreal engine4', 'graphics', 'game physics', 'low level']	Berlin, Germany	yes	no	Senior Graphics Programmer	f/m C++	['programmer', 'senior']	no
1346	SOCi	85241	3	['php', 'backbone.js', 'mysql']	San Diego, CA	no	no	Software Developer		['development', 'software']	no
1347	Titan_Technology_Group	85252	5	['.net', 'c#', 'asp.net mvc', 'sql', 'angularjs']	New York, NY	no	no	Full Stack .NET Developer		['development', 'full_stack']	no
1348	MoneySuperMarketcom	85274	0	[]	Ewloe, UK	no	no	Java Technical Lead		['java', 'lead', 'technical']	no
1349	Paper_Tiger	85331	5	['shopify', 'wen development', 'javascript', 'mysql', 'wordpress']	Ridgewood, NJ	no	yes	Senior WordPress Developer		['development', 'senior']	no
1350	Peek	85335	5	['ember.js', 'compass', 'ruby on rails', 'sass', 'angularjs']	San Francisco, CA	yes	no	Full Stack Engineer		['engineer', 'full_stack']	no
1351	Brightcove	85351	5	['objective c', 'cocoa', 'android', 'windows phone 8', 'oculus']	Boston, MA	yes	no	Software Engineer: Video SDKs for iOS		['engineer', 'ios', 'software']	no
1352	Meetup	34256	3	['android', 'mobile', 'api']	New York, NY	no	no	Android UI Engineer		['android', 'engineer']	no
1353	CallPotential	34810	5	['php', 'mysql', 'rest', 'twilio', 'plivo']	Plainfield, IL	no	no	Senior PHP Engineer		['engineer', 'php', 'senior']	no
1354	100grams	35132	5	['ios', 'objective c', 'swift', 'android', 'iphone']	Amsterdam, Netherlands	yes	no	iOS developer		['development', 'ios']	no
1355	MavenHive_Technologies	72216	5	['ruby on rails', 'startup', 'saas', 'javascript', 'postgresql']	Bengaluru, India	yes	no	Polyglot Developer	.rb, .js, .clj etc	['development']	no
1356	Eyeo	72401	4	['javascript', 'html', 'seo', 'css']	Kln, Deutschland	no	yes	Senior Web Developer		['development', 'senior', 'web']	no
1357	Kofax	73312	2	['ios', 'android']	Irvine, CA	no	no	Mobile Developer		['development']	no
1358	7Pixel_srl	71945	5	['oop', 'extreme programming', 'tdd', 'web', 'system integration']	Giussago, Italia	yes	no	Software Developer		['development', 'software']	no
1359	Betsson_Group	71950	5	['html5', 'mvc', 'c#', 'javascript', 'css']	Ta' Xbiex, Malta	yes	no	Rock Star Web Developer		['development', 'web']	no
1360	Daxko	69784	5	['c#', 'asp.net mvc', 'sql', 'jquery', 'agile']	Alpharetta, GA	no	no	Full-Stack Software Engineer	Developing products for non-profits	['engineer', 'full_stack', 'software']	no
1361	Konrad_Group	69995	5	['javascript', 'css', 'c#', 'ruby on rails', 'angularjs']	Toronto, ON, Canada	no	no	Web Application Developer		['development', 'web']	no
1362	Sage_One	70850	5	['tdd', 'agile', 'ios', 'android', 'xamarin']	Newcastle upon Tyne, UK	no	no	Mobile Applications Developer		['development']	no
1363	Razorfish	80552	4	['.net', 'c#', 'sitecore', 'asp.net']	Atlanta, GA	no	no	Senior Sitecore Architect		['architect', 'senior']	no
1364	Atomic_Software	80732	5	['angularjs', 'javascript', 'php', 'frontend', 'angular fullstack']	Kings County, NY	no	no	Front End Full Stack Web Developer		['development', 'front_end', 'full_stack', 'web']	no
1365	Business_Insider	80738	5	['php', 'mongodb', 'node.js', 'go', 'amazon web services']	New York, NY	no	no	PHP Developer for the Fastest-Growing Business Publisher		['development', 'php']	no
1366	Business_Insider	80741	5	['linux', 'lamp', 'amazon web services', 'shell', 'git bash']	New York, NY	no	no	Dev Ops Engineer	a great gig!	['development', 'engineer']	no
1367	HotelTonight	80868	5	['ios', 'swift', 'objective c', 'cocoa touch', 'git']	San Francisco, CA	yes	no	iOS Engineer building the Best On-Demand Service	Crunchie Winner 2015	['engineer', 'ios']	no
1368	blu_Portals_Applications	80879	4	['c#', 'architecture', 'sharepoint', '.net']	Mnchen, Deutschland	yes	no	Senior Microsoft Consultant	m/w	['senior']	no
1369	de_Bijenkorf	80888	5	['scrum', 'jira', 'json', 'selenium', 'cucumber']	Amsterdam-Zuidoost, Netherlands	no	no	Agile Tester		[]	no
1370	Voodoo_Creative	80916	5	['php', 'mysql', 'oop', 'html5', 'css3']	Manchester, UK	yes	no	PHP Web Developer Required		['development', 'php', 'web']	no
1371	Touch_Lab	64475	4	['android', 'java', 'oop', 'mobile']	New York, NY	yes	no	Mid-to-Senior Java/Android Developer		['android', 'development', 'java', 'senior']	no
1372	Art_Logic	64554	5	['ios', 'objective c', 'cocoa touch', 'android', 'java']	Pasadena, CA	no	yes	Mobile Developers	be more mobile! Work anywhere in the US or Canada.	['development']	no
1373	the_diamonddogs	63948	5	['javascript', 'jquery', 'css3', 'html5', 'node.js']	Wien, sterreich	no	no	Frontend Developer	m/w	['development', 'front_end']	no
1374	GrubHub	62385	6	['python', 'linux', 'puppet', 'mysql', 'nosql', 'sysadmin']	New York, NY	yes	no	Site Reliability Engineer		['engineer']	no
1375	GrubHub	62387	4	['agile', 'selenium', 'automation', 'continuous delivery']	New York, NY	yes	no	Lead QA Engineer		['engineer', 'lead']	no
1376	ThoughtWorks	64864	5	['chef', 'jenkins', 'docker', 'salt stack', 'puppet']	Manchester, UK	no	no	Infrastructure Developer	DevOps	['development', 'infrastructure']	no
1377	ThoughtWorks	62547	5	['java', 'ruby', '.net', 'tdd', 'agile']	London, UK	yes	no	Technical Lead	London	['lead', 'technical']	no
1378	ThoughtWorks	62549	3	['hci', 'design', 'user experience']	London, UK	no	no	Lead UX Designer		['lead']	no
1379	ThoughtWorks	62554	4	['java', 'c#', 'ruby', 'agile']	Manchester, UK	no	no	Technical Lead	Manchester	['lead', 'technical']	no
1380	ThoughtWorks	62626	5	['tdd', 'automation', 'testing', 'unit testing', 'automated tests']	London, UK	no	no	QA Lead	London	['lead']	no
1381	ThoughtWorks_Technologies	65645	3	['java', '.net', 'ruby']	Bengaluru, India	no	no	Application Developer	Bangalore	['development']	no
1382	ThoughtWorks_Technologies	65647	4	['ruby on rails', '.net', 'java', 'scala']	Hyderabad, India	no	no	Application Developer	Hyderabad	[]	no
1383	ThoughtWorks_Technologies	65650	3	['java', 'ruby', '.net']	Chennai, India	no	no	Application Developer	Chennai	[]	no
1384	CentralReach	87801	4	['jquery', 'css3', 'html5', 'sql']	Pompano Beach, FL	no	no	Junior Web Developer		['development', 'junior', 'web']	no
1385	ShopBack	87807	5	['jquery', 'responsive design', 'codeigniter', 'twitter bootstrap', 'php']	Singapore	no	no	Full Stack Web Engineer		['engineer', 'full_stack', 'web']	no
1386	Verco	87809	4	['c#', 'asp.net', 'sqlt sql', 'razor']	Euxton, UK	no	no	C# / ASP.net Developer		['development']	no
1387	hedgehog_lab	87812	4	['ios', 'objective c', 'swift', 'iphone']	Hyderabad, India	no	no	iOS Developer		['development', 'ios']	no
1388	Touch_Lab	87821	4	['android', 'design', 'user interface', 'user experience']	New York, NY	yes	no	Mobile Android Designer		['android']	no
1389	Cryptic_Studios	87829	3	['clang', 'graphics', 'c']	Los Gatos, CA	yes	no	Console Engineer		['engineer']	no
1390	Flocabulary	87836	4	['startup', 'js', 'sql', 'python']	New York, NY	no	no	Software Engineer		['engineer', 'software']	no
1391	littleBits_Electronics	87845	5	['database design', 'frontend', 'model view controller', 'ruby on rails', 'node.js']	New York, NY	no	no	Full Stack Engineer		['engineer', 'full_stack']	no
1392	Amazon	87849	3	['tcp', 'ip', 'scripting']	Seattle, WA	yes	no	Systems Engineer - New AWS Service	Mobile	['engineer']	no
1393	PolicyStat	87850	5	['python', 'django', 'amazon web services', 'javascript', 'reactjs']	Carmel, IN	yes	yes	Healthcare-improving Python/Django Engineer		['engineer', 'python']	no
1394	UBIMET	78490	0	[]	Wien, sterreich	no	no	Scrum Master	f/m	[]	no
1395	Readify_Pty	78696	4	['sharepoint 2013', 'office365', 'nintex workflow', 'identity management']	Docklands, Australia	no	no	SharePoint Consultant / Developer		['development']	no
1396	UserTesting	81803	4	['angular', 'backbone', 'ruby', 'javascript']	San Francisco, CA	yes	no	Sr. Software Engineer, Front End	Ruby	['engineer', 'front_end', 'senior', 'software']	no
1397	Boston_Logic_Technology_Partners	81977	4	['ruby', 'ruby on rails', 'javascript', 'jquery']	Boston, MA	yes	yes	Senior Ruby on Rails Developer		['development', 'ruby', 'senior']	no
1398	MiX_Telematics_International	81979	5	['javascript', 'jquery', 'tdd', 'c#', 'angularjs']	Stellenbosch, South Africa	no	no	Senior Web Developer x2		['development', 'senior', 'web']	no
1399	Anonyome_Labs	82004	5	['angularjs', 'javascript', 'sass', 'backbone.js', 'ruby on rails']	Salt Lake City, UT	no	no	Front End Web Developer		['development', 'front_end', 'web']	no
1400	Socit_Gnrale	82079	5	['java', 'c#', 'angularjs', 'continuous delivery', 'agile']	Puteaux, France	no	yes	Software Craftswoman/ Craftsman passionn(e)		['software']	no
1401	Fyber	82093	5	['scala', 'mysql', 'ios', 'android', 'mobile']	Berlin, Germany	yes	no	Principal Test Architect		['architect', 'principal', 'test']	no
1402	Carbonmade	82138	2	['node.js', 'javascript']	Chicago, IL	no	yes	Backend Developer	Javascript / Node.js	['back_end', 'development']	no
1403	SaltStack	77918	4	['python', 'django', 'linux', 'django rest framework']	Lehi, UT	no	no	Enterprise Backend Engineer		['back_end', 'engineer', 'enterprise']	no
1404	Cigars_International	77925	5	['.net', 'c#', 'asp.net mvc', 'tsql', 'wcf']	Bethlehem, PA	no	no	Senior .NET Developer		['development', 'senior']	no
1405	Alfresco_Software	78306	5	['java', 'nosql', 'rest', 'mysql', 'javascript']	London, UK	no	no	Java Developer	NoSQL - REST - Agile - Javascript - Start-up culture	['development', 'java', 'javascript']	no
1406	CompAndSavecom	81043	5	['magento', 'php', 'mysql', 'sql', 'symfony2']	Newark, CA	no	no	Backend PHP Developer		['back_end', 'development', 'php']	no
1407	MathWorks	81120	5	['javascript', 'html', 'css', 'c++', 'java']	Natick, MA	yes	no	Web GUI Engineer		['engineer', 'web']	no
1408	MathWorks	81122	5	['javascript', 'html5', 'css', 'matlab', 'java']	Natick, MA	yes	no	JavaScript Engineer in Test	Web Application	['engineer', 'javascript', 'test', 'web']	no
1409	BalaBit_IT_Security	81155	5	['linux', 'python', 'tdd', 'rest', 'architecture']	Budapest, Hungary	no	no	Lead Developer	support a million open source users	['development', 'lead']	no
1410	BalaBit_IT_Security	81159	5	['linux', 'python', 'continuous integration', 'automated tests', 'testing']	Budapest, Hungary	no	no	QA Engineer	support a million open source users	['engineer']	no
1411	Lending_Club	81160	5	['javascript', 'html', 'css', 'user interface', 'algorithm']	San Francisco, CA	no	no	Principal UI/JavaScript Engineer		['engineer', 'javascript', 'principal']	no
1412	Auxogyn	81238	5	['css', 'php', 'javascript', 'reactjs', 'css animations']	New York, NY	no	no	Senior front-end developer wanted at a top VC funded health startup		['development', 'front_end', 'senior', 'startup']	no
1413	CapTech	79352	5	['.net', 'asp.net mvc', 'entity framework', 'angularjs', 'javascript']	King of Prussia, PA	no	no	.Net Developer		['development']	no
1414	UNIQ	79363	4	['html', 'php', 'javascript', 'jquery']	Holzwickede, Deutschland	no	no	WebEntwickler	m/w	['development', 'web']	no
1415	HBO	79385	4	['c++', 'java', 'c#', 'sql']	Seattle, WA	no	no	HBO Senior Staff Engineer	Video Client Development	['engineer', 'senior']	no
1416	CapTech	79419	5	['mobile', 'ios', 'cocoa', 'html5', 'javascript']	McLean, VA	yes	no	iOS Mobile Developer		['development', 'ios']	no
1417	KnowRoaming	79442	5	['html', 'user interface', 'css', 'photoshop', 'javascript']	Toronto, ON, Kanada	no	no	UI/UX	Design or Web Development roles	['development', 'web']	no
1418	ThoughtWorks	61931	5	['c#', 'java', 'ruby', 'tdd', 'oop']	Quito, Ecuador	no	no	Desarrolladores / Developers		['development']	no
1419	Zalando_SE	75912	0	[]	Berlin, Germany	yes	no	JAVA DEVELOPER FOR CONTINUOUS DELIVERY	M/F	['development', 'java']	no
1420	Amadeus	77077	5	['c++', 'sql', 'uml', 'rdbms', 'agile']	Waltham, MA	yes	no	C++ Software Engineer	Play Mario Kart and Solve Problems	['engineer', 'software']	no
1421	Lendio	77206	4	['node.js', 'angularjs', 'php', 'rest']	South Jordan, UT	no	no	Sr. Software Developer	Node.js, AngularJS, PHP	['development', 'senior', 'software']	no
1422	Adtile_Technologies	77208	5	['javascript', 'css', 'http', 'json', 'rest']	San Diego, CA	yes	no	Mobile Frontend Developer		['development', 'front_end']	no
1423	D_E_Shaw_Research	77385	5	['parallel processing', 'embedded', 'multicore', 'gpu', 'assembly']	New York, NY	yes	no	Software Development: Supercomputer for Computational Biochemistry		['development', 'software']	no
1424	Xamarin	77428	5	['c#', 'git', 'ios', 'windows', 'android']	San Francisco, CA	yes	no	Senior Product Manager	Xamarin Test Cloud	['cloud', 'manager', 'product', 'senior', 'test']	no
1425	Idean	77457	5	['html', 'css', 'javascript', 'node.js', 'angularjs']	Palo Alto, CA	yes	no	Senior UI Developer		['development', 'senior']	no
1426	Cisco_Systems	75174	5	['javascript', 'java', 'html', 'dojo', 'css']	Netanya, Israel	no	no	Front-End Engineer		['engineer', 'front_end']	no
1427	Paycor	75390	3	['c#', 'sql', 'asp.net']	Frisco, TX	no	no	Front End Developer		['development', 'front_end']	no
